Date	Price	Open	High	Low	Change %
Aug 15, 2018	1174.88	1194.5	1195.22	1173.33	-1.60%
Aug 14, 2018	1194.03	1194.17	1199.04	1192.14	0.03%
Aug 13, 2018	1193.64	1211.26	1214.23	1191.75	-1.55%
Aug 12, 2018	1212.38	1210.95	1213.92	1210.95	0.09%
Aug 10, 2018	1211.3	1212.56	1217.48	1205.85	-0.09%
Aug 09, 2018	1212.35	1213.89	1217.65	1210.72	-0.10%
Aug 08, 2018	1213.61	1210.7	1216.27	1206.29	0.21%
Aug 07, 2018	1211.02	1207.67	1216.54	1207.67	0.34%
Aug 06, 2018	1206.94	1214.1	1218.69	1206.93	-0.66%
Aug 05, 2018	1214.93	1213.88	1215.19	1213.51	0.12%
Aug 03, 2018	1213.43	1208.01	1220.41	1204.4	0.45%
Aug 02, 2018	1207.96	1215.25	1221.42	1207.2	-0.67%
Aug 01, 2018	1216.06	1224	1225.37	1215.77	-0.63%
Jul 31, 2018	1223.83	1221.73	1228.74	1214.82	0.17%
Jul 30, 2018	1221.8	1223.06	1225.59	1219.06	-0.06%
Jul 29, 2018	1222.58	1222.49	1223.9	1222.15	-0.07%
Jul 27, 2018	1223.38	1222.88	1227.64	1217.34	0.06%
Jul 26, 2018	1222.67	1231.31	1235.57	1222.17	-0.73%
Jul 25, 2018	1231.61	1224.31	1234.64	1223.1	0.58%
Jul 24, 2018	1224.55	1225.06	1229.83	1218.25	0.00%
Jul 23, 2018	1224.54	1231.28	1235.49	1222.08	-0.68%
Jul 22, 2018	1232.95	1231.67	1233.38	1230.34	0.10%
Jul 20, 2018	1231.77	1223.48	1232.68	1215.84	0.73%
Jul 19, 2018	1222.8	1227.42	1229.27	1211.48	-0.36%
Jul 18, 2018	1227.18	1227.73	1229.92	1221.56	-0.03%
Jul 17, 2018	1227.52	1240.83	1245.35	1225.97	-1.07%
Jul 16, 2018	1240.82	1241.76	1246.29	1238.49	-0.03%
Jul 15, 2018	1241.24	1240.95	1242.24	1240.84	-0.02%
Jul 13, 2018	1241.52	1247.51	1248.54	1237.1	-0.45%
Jul 12, 2018	1247.14	1242.06	1248.94	1241.38	0.40%
Jul 11, 2018	1242.16	1255.81	1257.27	1241.29	-1.07%
Jul 10, 2018	1255.65	1257.69	1260.7	1247.23	-0.17%
Jul 09, 2018	1257.77	1255.12	1266.27	1255.12	0.10%
Jul 08, 2018	1256.48	1255.71	1256.62	1254.94	0.12%
Jul 06, 2018	1254.98	1257.97	1259.53	1252.93	-0.22%
Jul 05, 2018	1257.76	1256.9	1260.17	1251.08	0.06%
Jul 04, 2018	1256.95	1252.42	1261.85	1252.16	0.32%
Jul 03, 2018	1252.93	1242.21	1257.41	1237.81	0.88%
Jul 02, 2018	1241.97	1253.5	1254.61	1239.59	-0.92%
Jul 01, 2018	1253.47	1252.16	1254.26	1251.59	0.04%
Jun 29, 2018	1253	1247.74	1256.38	1246.51	0.38%
Jun 28, 2018	1248.28	1251.91	1254.65	1245.71	-0.30%
Jun 27, 2018	1252.02	1258.21	1260.52	1250.7	-0.55%
Jun 26, 2018	1258.98	1265.72	1268.03	1254.51	-0.55%
Jun 25, 2018	1266	1272.66	1273.54	1264.8	-0.40%
Jun 24, 2018	1271.06	1270.2	1272.12	1269.51	0.14%
Jun 22, 2018	1269.28	1267.7	1271.79	1266.9	0.16%
Jun 21, 2018	1267.2	1268.58	1270.49	1261.22	-0.07%
Jun 20, 2018	1268.1	1274.75	1276.64	1267.8	-0.52%
Jun 19, 2018	1274.77	1278.4	1284.46	1270.39	-0.28%
Jun 18, 2018	1278.31	1279.16	1282.02	1277.08	-0.21%
Jun 17, 2018	1281.03	1277.6	1281.33	1277.6	0.09%
Jun 15, 2018	1279.84	1302.15	1303.92	1275.85	-1.72%
Jun 14, 2018	1302.22	1299.85	1309.69	1297.34	0.19%
Jun 13, 2018	1299.71	1295.47	1301.53	1292.55	0.29%
Jun 12, 2018	1295.97	1300.09	1300.88	1293	-0.32%
Jun 11, 2018	1300.14	1299.17	1302.57	1294.13	0.07%
Jun 10, 2018	1299.24	1299.95	1299.95	1298.37	0.04%
Jun 08, 2018	1298.75	1297.32	1301.27	1294.2	0.13%
Jun 07, 2018	1297.12	1296.41	1303.48	1295.08	0.01%
Jun 06, 2018	1297	1297.15	1302.85	1294.63	0.07%
Jun 05, 2018	1296.13	1292.34	1300.94	1289.79	0.32%
Jun 04, 2018	1291.98	1293.16	1298.47	1290.27	-0.06%
Jun 03, 2018	1292.8	1292.73	1294.62	1292.58	-0.03%
Jun 01, 2018	1293.14	1298.98	1300.72	1289.53	-0.40%
May 31, 2018	1298.32	1301.51	1306.86	1297.9	-0.24%
May 30, 2018	1301.48	1299.02	1304.7	1295.75	0.20%
May 29, 2018	1298.86	1298.68	1307.14	1294.3	0.06%
May 28, 2018	1298.11	1298.74	1300.47	1295.62	-0.06%
May 27, 2018	1298.88	1300.34	1300.34	1296.59	-0.21%
May 25, 2018	1301.61	1304.44	1308.24	1300.05	-0.25%
May 24, 2018	1304.88	1294.06	1306.97	1292.91	0.86%
May 23, 2018	1293.75	1291.5	1298.59	1288.61	0.19%
May 22, 2018	1291.32	1292.85	1296.44	1287.8	-0.11%
May 21, 2018	1292.68	1290.9	1293.53	1282.15	0.01%
May 18, 2018	1292.5	1291.35	1295.26	1286.81	0.12%
May 17, 2018	1291	1291.13	1295.29	1286.41	0.00%
May 16, 2018	1291.03	1290.33	1297.67	1287.01	0.03%
May 15, 2018	1290.64	1313.09	1315.24	1288.71	-1.69%
May 14, 2018	1312.82	1318.56	1322.76	1312.82	-0.41%
May 11, 2018	1318.22	1321.57	1326.49	1317.94	-0.24%
May 10, 2018	1321.39	1312.12	1323.14	1310.89	0.66%
May 09, 2018	1312.78	1314.46	1317.78	1304.48	-0.13%
May 08, 2018	1314.47	1313.57	1318.08	1306.2	0.01%
May 07, 2018	1314.3	1315.03	1319.22	1310.29	-0.06%
May 04, 2018	1315.05	1312.3	1315.61	1308.41	0.23%
May 03, 2018	1312.09	1305.18	1318.91	1305.02	0.55%
May 02, 2018	1304.85	1304.38	1313.8	1303.94	0.07%
May 01, 2018	1303.97	1315.58	1316.69	1301.88	-0.87%
Apr 30, 2018	1315.36	1322.81	1325.34	1310.52	-0.56%
Apr 27, 2018	1322.8	1317.57	1326.11	1316.27	0.42%
Apr 26, 2018	1317.28	1322.39	1326.96	1315.45	-0.46%
Apr 25, 2018	1323.33	1330.12	1332.4	1318.9	-0.55%
Apr 24, 2018	1330.68	1324.71	1333.04	1322.6	0.43%
Apr 23, 2018	1325	1335.81	1336.38	1322.81	-0.76%
Apr 20, 2018	1335.12	1346.06	1346.56	1335.07	-0.78%
Apr 19, 2018	1345.6	1349.33	1355.12	1341.23	-0.28%
Apr 18, 2018	1349.32	1347.5	1356.14	1342.1	0.15%
Apr 17, 2018	1347.29	1345.65	1349.8	1337.73	0.10%
Apr 16, 2018	1345.91	1344.58	1350.89	1340.17	0.03%
Apr 13, 2018	1345.46	1335.2	1347.5	1335.2	0.75%
Apr 12, 2018	1335.48	1352.7	1353.6	1333.96	-1.32%
Apr 11, 2018	1353.29	1339.94	1365.61	1339.68	0.99%
Apr 10, 2018	1340.05	1336.87	1343.55	1331.81	0.29%
Apr 09, 2018	1336.24	1333.14	1338.36	1326.98	0.23%
Apr 06, 2018	1333.19	1326.38	1335.59	1321.46	0.50%
Apr 05, 2018	1326.55	1333.02	1335.29	1322.8	-0.51%
Apr 04, 2018	1333.35	1332.82	1348.45	1331.59	0.04%
Apr 03, 2018	1332.83	1340.69	1342.87	1329.18	-0.64%
Apr 02, 2018	1341.35	1326.2	1345.26	1324.9	1.23%
Mar 29, 2018	1325	1325.41	1329.32	1322.21	0.00%
Mar 28, 2018	1324.99	1345.74	1347.39	1323.59	-1.47%
Mar 27, 2018	1344.71	1353.51	1357.06	1340.16	-0.65%
Mar 26, 2018	1353.46	1347.91	1356.37	1343.55	0.46%
Mar 23, 2018	1347.22	1329.17	1350.66	1329.17	1.37%
Mar 22, 2018	1328.95	1332.15	1335.23	1324.88	-0.24%
Mar 21, 2018	1332.17	1311.28	1336.96	1309.98	1.60%
Mar 20, 2018	1311.21	1317	1318.66	1307.31	-0.44%
Mar 19, 2018	1316.94	1313.94	1320.07	1307.89	0.22%
Mar 16, 2018	1314	1317.11	1322.67	1310.31	-0.17%
Mar 15, 2018	1316.26	1324.38	1328.15	1315.05	-0.66%
Mar 14, 2018	1325	1326.42	1330.42	1321.91	-0.10%
Mar 13, 2018	1326.39	1322.81	1328.66	1316.79	0.25%
Mar 12, 2018	1323.05	1323.69	1324.67	1315.39	-0.05%
Mar 09, 2018	1323.7	1322.33	1325.15	1313.06	0.10%
Mar 08, 2018	1322.35	1325.84	1329.39	1319.19	-0.24%
Mar 07, 2018	1325.54	1334.5	1340.47	1321.95	-0.67%
Mar 06, 2018	1334.46	1320.36	1338.89	1319.91	1.09%
Mar 05, 2018	1320.02	1323.75	1327.92	1317.27	-0.16%
Mar 02, 2018	1322.2	1316.52	1325.52	1314.93	0.43%
Mar 01, 2018	1316.55	1318.53	1321.3	1302.99	-0.11%
Feb 28, 2018	1318.05	1318.53	1322.82	1315.8	-0.01%
Feb 27, 2018	1318.2	1333.13	1336.73	1313.33	-1.12%
Feb 26, 2018	1333.16	1327.56	1340.91	1326.42	0.32%
Feb 23, 2018	1328.94	1331.8	1332.23	1325.58	-0.19%
Feb 22, 2018	1331.51	1323.93	1332.2	1320.69	0.55%
Feb 21, 2018	1324.26	1329.82	1336.58	1322.6	-0.39%
Feb 20, 2018	1329.49	1346.74	1348.21	1328.22	-1.28%
Feb 19, 2018	1346.69	1347.51	1351.35	1345.99	-0.09%
Feb 16, 2018	1347.86	1353.29	1361.84	1344.78	-0.40%
Feb 15, 2018	1353.3	1350.78	1357.18	1348.41	0.19%
Feb 14, 2018	1350.76	1329.53	1355.57	1319.42	1.60%
Feb 13, 2018	1329.55	1322.29	1330.96	1321.39	0.50%
Feb 12, 2018	1322.88	1315.04	1326.19	1314.11	0.47%
Feb 09, 2018	1316.69	1318.87	1322.71	1311.06	-0.17%
Feb 08, 2018	1318.97	1318.61	1322.17	1306.9	0.04%
Feb 07, 2018	1318.49	1325.15	1332.49	1312.05	-0.49%
Feb 06, 2018	1325.02	1339.68	1346.08	1320.04	-1.09%
Feb 05, 2018	1339.6	1332.32	1341.7	1328.88	0.50%
Feb 02, 2018	1332.98	1349.16	1350.12	1327.21	-1.20%
Feb 01, 2018	1349.19	1345.4	1351.42	1337.3	0.30%
Jan 31, 2018	1345.1	1338.87	1347.93	1332.7	0.49%
Jan 30, 2018	1338.55	1340.67	1349.12	1334.48	-0.13%
Jan 29, 2018	1340.35	1350.07	1352.65	1337.74	-0.73%
Jan 26, 2018	1350.14	1348.36	1357.39	1344.38	0.16%
Jan 25, 2018	1348.05	1358.48	1366.47	1343.1	-0.74%
Jan 24, 2018	1358.15	1341.44	1361.88	1339.27	1.25%
Jan 23, 2018	1341.39	1334.45	1342.22	1331.54	0.55%
Jan 22, 2018	1334.11	1334.88	1336.04	1328.71	0.17%
Jan 19, 2018	1331.8	1327.49	1338.37	1326.46	0.35%
Jan 18, 2018	1327.19	1327.75	1333.14	1323.79	-0.04%
Jan 17, 2018	1327.73	1338.29	1343.99	1326.73	-0.81%
Jan 16, 2018	1338.61	1340.06	1342.35	1331.73	-0.11%
Jan 15, 2018	1340.15	1337.06	1344.93	1336.14	0.13%
Jan 12, 2018	1338.4	1322.82	1339.4	1321.16	1.21%
Jan 11, 2018	1322.42	1316.89	1323.98	1315.49	0.40%
Jan 10, 2018	1317.19	1313.28	1326.94	1308.29	0.35%
Jan 09, 2018	1312.66	1320.63	1320.68	1308.8	-0.60%
Jan 08, 2018	1320.58	1320.04	1322.22	1314.97	0.03%
Jan 05, 2018	1320.21	1323.5	1323.83	1313.81	-0.21%
Jan 04, 2018	1322.96	1312.53	1325.92	1305.67	0.77%
Jan 03, 2018	1312.84	1318.16	1321.4	1307.16	-0.40%
Jan 02, 2018	1318.14	1302.55	1318.97	1302.51	0.86%
Jan 01, 2018	1306.86	1303.43	1307.72	1302.43	0.33%
Dec 29, 2017	1302.55	1294.85	1307.69	1293.59	0.60%
Dec 28, 2017	1294.84	1287.31	1295.3	1286.66	0.58%
Dec 27, 2017	1287.41	1283.64	1289.4	1281.46	0.32%
Dec 26, 2017	1283.29	1274.91	1283.77	1273.25	0.63%
Dec 25, 2017	1275.24	1275.24	1275.24	1275.24	0.02%
Dec 22, 2017	1275.01	1267.12	1276.38	1265.1	0.65%
Dec 21, 2017	1266.76	1265.62	1268.97	1263.02	0.09%
Dec 20, 2017	1265.62	1261.68	1267.84	1261.22	0.31%
Dec 19, 2017	1261.72	1261.69	1265.27	1258.97	0.00%
Dec 18, 2017	1261.69	1253.79	1264.37	1252.68	0.51%
Dec 15, 2017	1255.26	1252.83	1261.89	1251.94	0.19%
Dec 14, 2017	1252.85	1255.54	1259.18	1249.92	-0.21%
Dec 13, 2017	1255.45	1243.88	1256.95	1240.06	0.93%
Dec 12, 2017	1243.85	1242.26	1246.62	1236.31	0.15%
Dec 11, 2017	1241.96	1247.28	1251.67	1240.19	-0.50%
Dec 08, 2017	1248.14	1247.34	1252.66	1244.34	0.12%
Dec 07, 2017	1246.7	1264.26	1264.82	1244.11	-1.36%
Dec 06, 2017	1263.94	1266.62	1269.32	1262.39	-0.21%
Dec 05, 2017	1266.55	1276.54	1277.41	1261.11	-0.76%
Dec 04, 2017	1276.23	1272.93	1277.24	1271.8	-0.31%
Dec 01, 2017	1280.26	1274.29	1289.58	1271.58	0.43%
Nov 30, 2017	1274.76	1283.88	1285.69	1270.51	-0.69%
Nov 29, 2017	1283.57	1293.9	1296.74	1281.97	-0.81%
Nov 28, 2017	1294.01	1294.85	1297.73	1291.01	-0.04%
Nov 27, 2017	1294.5	1288.57	1299.19	1286.46	0.49%
Nov 24, 2017	1288.22	1291.52	1293.61	1286.15	-0.23%
Nov 23, 2017	1291.25	1292.4	1293.46	1287.46	-0.07%
Nov 22, 2017	1292.12	1280.38	1294.75	1278.77	0.91%
Nov 21, 2017	1280.48	1276.7	1284.87	1276.08	0.30%
Nov 20, 2017	1276.69	1292.68	1294.8	1274.92	-1.37%
Nov 17, 2017	1294.37	1278.44	1297.04	1277.94	1.24%
Nov 16, 2017	1278.47	1278.47	1281.6	1274.98	-0.03%
Nov 15, 2017	1278.8	1281.01	1289.47	1277.04	-0.15%
Nov 14, 2017	1280.71	1278.17	1283.68	1270.64	0.21%
Nov 13, 2017	1277.99	1275.15	1280.22	1274.29	0.14%
Nov 10, 2017	1276.14	1285.21	1287.16	1273.33	-0.71%
Nov 09, 2017	1285.3	1281.62	1288.72	1280.09	0.31%
Nov 08, 2017	1281.3	1275.85	1287.52	1275.23	0.45%
Nov 07, 2017	1275.54	1281.83	1281.97	1271.68	-0.47%
Nov 06, 2017	1281.56	1269.49	1283.01	1266.06	0.92%
Nov 03, 2017	1269.85	1276.8	1279.74	1265.55	-0.48%
Nov 02, 2017	1275.99	1274.9	1284.48	1273.63	0.13%
Nov 01, 2017	1274.39	1270.88	1281.26	1267.98	0.22%
Oct 31, 2017	1271.58	1276.29	1278.36	1268.01	-0.37%
Oct 30, 2017	1276.24	1273.59	1279.29	1268.8	0.23%
Oct 27, 2017	1273.35	1268.07	1274.8	1264.1	0.49%
Oct 26, 2017	1267.11	1277.56	1282.8	1265.69	-0.81%
Oct 25, 2017	1277.41	1276.85	1280.39	1271.03	0.05%
Oct 24, 2017	1276.72	1282.02	1284.06	1273.43	-0.42%
Oct 23, 2017	1282.07	1277.45	1283.66	1272.24	0.11%
Oct 20, 2017	1280.72	1289.57	1291.47	1277.88	-0.70%
Oct 19, 2017	1289.79	1281.25	1290.69	1276.61	0.67%
Oct 18, 2017	1281.17	1285.18	1289.08	1277.13	-0.31%
Oct 17, 2017	1285.19	1295.32	1296.66	1281.69	-0.74%
Oct 16, 2017	1294.73	1303.88	1306.8	1291.01	-0.78%
Oct 13, 2017	1304.88	1293.73	1304.88	1291.04	0.87%
Oct 12, 2017	1293.6	1292.01	1297.6	1289.47	0.14%
Oct 11, 2017	1291.8	1287.91	1293.56	1284.12	0.31%
Oct 10, 2017	1287.85	1284.35	1294.63	1282.29	0.29%
Oct 09, 2017	1284.1	1275.45	1285.5	1275.21	0.63%
Oct 06, 2017	1276.03	1269.09	1277.18	1260.88	0.63%
Oct 05, 2017	1268.05	1275.16	1279.42	1266.9	-0.52%
Oct 04, 2017	1274.69	1271.64	1282.42	1270.85	0.23%
Oct 03, 2017	1271.75	1270.71	1274.71	1267.91	0.05%
Oct 02, 2017	1271.12	1279.51	1279.61	1270.45	-0.65%
Sep 29, 2017	1279.45	1286.91	1290.47	1278.24	-0.61%
Sep 28, 2017	1287.3	1281.11	1289.01	1277.64	0.48%
Sep 27, 2017	1281.12	1293.61	1296.54	1281.12	-0.99%
Sep 26, 2017	1293.89	1309.9	1313.92	1293.04	-1.27%
Sep 25, 2017	1310.55	1297.67	1311.9	1290.63	1.02%
Sep 22, 2017	1297.38	1291.3	1299.14	1291.3	0.46%
Sep 21, 2017	1291.39	1301.02	1302.07	1287.99	-0.75%
Sep 20, 2017	1301.15	1310.94	1316.25	1295.96	-0.77%
Sep 19, 2017	1311.28	1307.3	1311.78	1304.98	0.28%
Sep 18, 2017	1307.57	1320.5	1320.5	1305.04	-0.91%
Sep 15, 2017	1319.62	1329.83	1334.77	1319.62	-0.77%
Sep 14, 2017	1329.83	1323.56	1330.69	1316.11	0.50%
Sep 13, 2017	1323.25	1331.95	1335.05	1320.91	-0.65%
Sep 12, 2017	1331.94	1327.86	1332.43	1322.55	0.35%
Sep 11, 2017	1327.32	1337.45	1340.36	1326.36	-1.44%
Sep 08, 2017	1346.71	1348.83	1357.94	1343	-0.18%
Sep 07, 2017	1349.2	1334.27	1350.27	1332.6	1.13%
Sep 06, 2017	1334.14	1339.55	1342.84	1331.66	-0.39%
Sep 05, 2017	1339.33	1335.07	1345.18	1327.96	0.35%
Sep 04, 2017	1334.67	1334.38	1339.85	1331.92	0.73%
Sep 01, 2017	1324.97	1321.8	1329.2	1316.65	0.22%
Aug 31, 2017	1322.07	1308.8	1324.11	1300.82	1.02%
Aug 30, 2017	1308.76	1309.27	1313.87	1305.26	-0.06%
Aug 29, 2017	1309.5	1317.75	1326.14	1304.93	-0.07%
Aug 28, 2017	1310.48	1292.77	1312.98	1292.48	1.50%
Aug 25, 2017	1291.15	1285.91	1294.14	1278.66	0.37%
Aug 24, 2017	1286.33	1289.98	1291.3	1284.55	-0.33%
Aug 23, 2017	1290.62	1285.56	1292.03	1283.09	0.46%
Aug 22, 2017	1284.72	1291.18	1292.69	1282.11	-0.50%
Aug 21, 2017	1291.22	1283.6	1293.58	1280.6	0.52%
Aug 18, 2017	1284.5	1288.2	1301.2	1283.64	-0.27%
Aug 17, 2017	1288.01	1283.61	1290.47	1282.2	0.38%
Aug 16, 2017	1283.1	1271.87	1284.29	1268.19	0.86%
Aug 15, 2017	1272.13	1282.36	1282.77	1267.98	-0.77%
Aug 14, 2017	1281.95	1289.09	1289.82	1278.12	-0.56%
Aug 11, 2017	1289.21	1286.45	1292.26	1281.55	0.18%
Aug 10, 2017	1286.9	1277.56	1288.63	1274.85	0.73%
Aug 09, 2017	1277.55	1261.41	1279.06	1260.96	1.34%
Aug 08, 2017	1260.64	1257.61	1265.7	1251.41	0.23%
Aug 07, 2017	1257.69	1259.03	1260.38	1255.68	-0.07%
Aug 04, 2017	1258.6	1269.01	1270.94	1254.75	-0.79%
Aug 03, 2017	1268.65	1266.46	1271.37	1258.7	0.15%
Aug 02, 2017	1266.7	1268.8	1273.34	1263.18	-0.19%
Aug 01, 2017	1269.05	1268.8	1274.47	1264.05	-0.04%
Jul 31, 2017	1269.55	1270.16	1271.48	1265.93	0.02%
Jul 28, 2017	1269.25	1259.36	1271.34	1257.45	0.81%
Jul 27, 2017	1259	1260.5	1265.49	1254.52	-0.17%
Jul 26, 2017	1261.1	1250	1263.92	1243.91	0.96%
Jul 25, 2017	1249.05	1254.77	1258.18	1249.01	-0.49%
Jul 24, 2017	1255.24	1255.66	1259.17	1251.78	0.03%
Jul 21, 2017	1254.9	1244.16	1256.3	1243.35	0.82%
Jul 20, 2017	1244.74	1241.03	1247.98	1235.24	0.31%
Jul 19, 2017	1240.87	1242.58	1244.48	1236.05	-0.13%
Jul 18, 2017	1242.46	1233.84	1245.06	1233.01	0.65%
Jul 17, 2017	1234.4	1228.6	1236.44	1228.3	0.44%
Jul 14, 2017	1228.98	1216.63	1233.16	1214.95	0.95%
Jul 13, 2017	1217.45	1220.21	1224.92	1216.63	-0.21%
Jul 12, 2017	1220	1217.95	1226.1	1214.51	0.19%
Jul 11, 2017	1217.69	1214.59	1217.79	1207.89	0.28%
Jul 10, 2017	1214.35	1213.7	1215.6	1204.85	0.12%
Jul 07, 2017	1212.9	1224.39	1227.2	1207.25	-1.00%
Jul 06, 2017	1225.15	1227.06	1229.57	1222.56	-0.15%
Jul 05, 2017	1226.95	1223.55	1229.34	1217.64	0.24%
Jul 04, 2017	1223.97	1221.94	1226.74	1220.69	0.29%
Jul 03, 2017	1220.46	1241.46	1242.83	1218.41	-1.70%
Jun 30, 2017	1241.6	1244.82	1248.59	1239.7	-0.33%
Jun 29, 2017	1245.74	1249.18	1253.71	1239.66	-0.29%
Jun 28, 2017	1249.32	1247.37	1255.11	1247.37	0.18%
Jun 27, 2017	1247.1	1243.65	1253.13	1241.12	0.21%
Jun 26, 2017	1244.45	1258.13	1258.54	1236.96	-0.99%
Jun 23, 2017	1256.9	1250	1259.31	1249.74	0.50%
Jun 22, 2017	1250.62	1245.55	1255.05	1245.55	0.33%
Jun 21, 2017	1246.55	1243.16	1248.31	1241.25	0.27%
Jun 20, 2017	1243.19	1244.04	1248.38	1241.38	0.00%
Jun 19, 2017	1243.25	1254	1256.12	1243.22	-0.83%
Jun 16, 2017	1253.63	1254.36	1257.63	1251.55	-0.03%
Jun 15, 2017	1254	1260.7	1267.04	1251.68	-0.57%
Jun 14, 2017	1261.18	1266.28	1279.87	1257.15	-0.37%
Jun 13, 2017	1265.85	1264.75	1269.42	1259.66	0.01%
Jun 12, 2017	1265.74	1267.42	1271.01	1263.95	-0.05%
Jun 09, 2017	1266.4	1279.29	1281.3	1264.74	-0.98%
Jun 08, 2017	1278.9	1287.45	1289.34	1271.49	-0.62%
Jun 07, 2017	1286.91	1294.39	1295.28	1283	-0.55%
Jun 06, 2017	1294	1280.26	1296.47	1279.44	1.10%
Jun 05, 2017	1279.95	1279.34	1283.77	1278	0.00%
Jun 02, 2017	1279.98	1266.11	1279.98	1259	1.13%
Jun 01, 2017	1265.64	1268.89	1270.72	1261.49	-0.23%
May 31, 2017	1268.6	1263.05	1274.24	1259.26	0.44%
May 30, 2017	1263.1	1267.24	1270.86	1259.39	-0.31%
May 29, 2017	1266.97	1267.47	1269.12	1265.12	-0.01%
May 26, 2017	1267.05	1255.6	1269.88	1252.88	0.90%
May 25, 2017	1255.76	1258.49	1260.08	1253.89	-0.22%
May 24, 2017	1258.55	1251.26	1259.37	1247.7	0.59%
May 23, 2017	1251.16	1260.13	1264.18	1250.46	-0.74%
May 22, 2017	1260.46	1256.1	1263	1251.61	0.39%
May 19, 2017	1255.55	1246.67	1256.98	1246.61	0.68%
May 18, 2017	1247.05	1261.56	1265.54	1245.9	-1.09%
May 17, 2017	1260.74	1237.31	1261.55	1236.3	1.94%
May 16, 2017	1236.8	1231.46	1239.5	1230.51	0.49%
May 15, 2017	1230.71	1228.4	1237.76	1227.2	0.15%
May 12, 2017	1228.83	1225.41	1232.26	1224.55	0.32%
May 11, 2017	1224.85	1218.74	1228.2	1217.81	0.47%
May 10, 2017	1219.15	1221.42	1226.15	1217.49	-0.18%
May 09, 2017	1221.3	1226.12	1229.01	1214.21	-0.41%
May 08, 2017	1226.3	1225.67	1237.1	1225.36	-0.12%
May 05, 2017	1227.73	1227.92	1235.79	1225.83	0.00%
May 04, 2017	1227.75	1238.66	1241.77	1225.7	-0.86%
May 03, 2017	1238.38	1256.71	1257.29	1236.41	-1.47%
May 02, 2017	1256.9	1256.51	1257.89	1251.48	0.01%
May 01, 2017	1256.8	1268.6	1271.6	1254.16	-0.90%
Apr 28, 2017	1268.15	1264.26	1269.08	1263.3	0.28%
Apr 27, 2017	1264.6	1268.8	1270.53	1261.61	-0.35%
Apr 26, 2017	1269.05	1264.41	1271.1	1260.3	0.42%
Apr 25, 2017	1263.76	1276.96	1278.57	1261.81	-0.90%
Apr 24, 2017	1275.3	1269.88	1277.48	1266.01	-0.72%
Apr 21, 2017	1284.5	1281.96	1288.67	1278.43	0.21%
Apr 20, 2017	1281.85	1280.06	1283.79	1276.74	0.17%
Apr 19, 2017	1279.66	1290.21	1291.51	1276.48	-0.77%
Apr 18, 2017	1289.64	1284.94	1292.7	1279.4	0.38%
Apr 17, 2017	1284.8	1292.96	1295.92	1281.61	-0.07%
Apr 14, 2017	1285.69	1287.35	1288.75	1285.31	-0.16%
Apr 13, 2017	1287.74	1285.54	1289.03	1281.73	0.09%
Apr 12, 2017	1286.6	1274.51	1287.29	1272.42	0.95%
Apr 11, 2017	1274.44	1255.23	1275.55	1253.29	1.57%
Apr 10, 2017	1254.73	1254.26	1257.7	1247.5	0.05%
Apr 07, 2017	1254.05	1252.11	1270.96	1250.8	0.18%
Apr 06, 2017	1251.8	1256.4	1259.46	1249.85	-0.28%
Apr 05, 2017	1255.3	1255.73	1257.78	1243.85	-0.07%
Apr 04, 2017	1256.22	1255.46	1261.9	1254.46	0.23%
Apr 03, 2017	1253.35	1248.4	1254.2	1244.55	0.34%
Mar 31, 2017	1249.13	1242.83	1251.11	1240.05	0.47%
Mar 30, 2017	1243.3	1253.1	1254.2	1242.61	-0.73%
Mar 29, 2017	1252.45	1251.64	1255.16	1247.25	0.07%
Mar 28, 2017	1251.63	1253.82	1258.46	1247.52	-0.21%
Mar 27, 2017	1254.3	1248.01	1261.54	1247.69	0.81%
Mar 24, 2017	1244.17	1244.88	1252.28	1240.72	-0.09%
Mar 23, 2017	1245.3	1248.86	1253.62	1242.84	-0.32%
Mar 22, 2017	1249.35	1244.15	1251.76	1243.89	0.35%
Mar 21, 2017	1245	1233.78	1248.1	1226.82	0.90%
Mar 20, 2017	1233.9	1229.79	1236.25	1229.51	0.39%
Mar 17, 2017	1229.15	1227.31	1232.45	1225.06	0.19%
Mar 16, 2017	1226.78	1219.03	1233.51	1217.83	0.61%
Mar 15, 2017	1219.4	1199.11	1222.66	1197.93	1.69%
Mar 14, 2017	1199.08	1204.25	1208.38	1197.54	-0.41%
Mar 13, 2017	1204.05	1205.43	1211.66	1202.47	-0.04%
Mar 10, 2017	1204.55	1200.8	1206.43	1194.62	0.31%
Mar 09, 2017	1200.83	1207.63	1209.17	1199.12	-0.56%
Mar 08, 2017	1207.58	1215.65	1218.68	1206.13	-0.67%
Mar 07, 2017	1215.67	1225.62	1227.25	1213.67	-0.84%
Mar 06, 2017	1225.96	1232.81	1237.17	1224.65	-0.68%
Mar 03, 2017	1234.3	1234.8	1236.28	1222.59	-0.08%
Mar 02, 2017	1235.3	1249.44	1250.36	1231.16	-1.09%
Mar 01, 2017	1248.94	1248.57	1250.68	1236.53	0.03%
Feb 28, 2017	1248.59	1252.48	1258.37	1247.48	-0.33%
Feb 27, 2017	1252.76	1257.41	1263.88	1250.48	-0.33%
Feb 24, 2017	1256.94	1249.52	1260.48	1247.54	0.60%
Feb 23, 2017	1249.41	1237.79	1251.21	1235.2	0.95%
Feb 22, 2017	1237.69	1236.22	1240.72	1231.62	0.14%
Feb 21, 2017	1235.97	1237.03	1238.92	1225.81	-0.19%
